id,gold_id,층,인간L1,조각,전문
P06808,,조각·패널비위임,,교육부령이 정하는 건축등의,"제12조(국가 또는 지방자치단체의 학교시설의 건축등) 법 제5조의2제3항에 따라 국가 또는 지방자치단체가 학교시설의 건축등을 하고자 하는 경우 그 학교시설이 「소방시설 설치 및 관리에 관한 법률」 제6조제1항에 따른 건축허가등의 동의대상물인 경우에는 미리 관할소방본부장 또는 소방서장의 동의를 얻은 후 교육부령이 정하는 건축등의 계획서를 해당 시장ㆍ군수 또는 구청장에게 통보하여야 한다. <개정 2001.1.29, 2008.2.29, 2008.10.24, 2013.3.23, 2017.1.26, 2022.11.29>"
P07418,,조각·패널비위임,,범위에서 대통령령으로,"①교육부장관은 제3조제1항에 따라 평가인정을 받은 학습과정을 설치ㆍ운영하는 교육훈련기관이 다음 각 호의 어느 하나에 해당하면 대통령령으로 정하는 바에 따라 평가인정 취소, 학습과정 운영정지, 평가인정 신청 제한 등의 조치를 할 수 있다. 다만, 제1호에 해당하는 경우에는 평가인정을 취소하여야 한다. <개정 2008.2.29, 2008.3.21, 2013.3.23, 2015.3.27>
1. 거짓이나 그 밖의 부정한 방법으로 평가인정을 받은 경우
2. 제3조제3항에 따른 평가인정사항 변경절차에 따르지 아니하고 같은 조 제5항의 평가인정의 기준에 따른 평가인정사항을 변경한 경우
3. 제3조제5항에 따른 평가인정의 기준에 미달하여 학습과정을 운영한 경우
4. 제4조의2제1항에 따른 학습과정 운영규정을 준수하지 아니한 경우
5. 제6조의2제3항에 따른 시정이나 변경 명령을 위반한 경우
② 교육부장관은 제1항제2호부터 제4호까지에 따라 평가인정을 취소하고자 할 경우에는 상당한 기간을 정하여 교육훈련기관의 장에게 시정을 명하여야 한다. 다만, 위반행위가 이미 종료되는 등 성질상 시정할 수 없는 것이 명백한 경우에는 시정명령을 하지 아니하고 취소할 수 있다. <신설 2008.3.21, 2013.3.23, 2015.3.27>
③ 제1항에 따른 학습과정 운영정지 및 평가인정 신청 제한의 기간은 각각 3년 이내의 범위에서 대통령령으로 정한다. <신설 2015.3.27>
제5조(평가인정의 취소 등)"
P03021,,조각·패널비위임,,하나에 해당하는 자는 대통령령 또는,"1. 국가자격검정을 받고자 하는 자
2. 국가자격증을 교부 또는 재교부를 받고자 하는 자
3. 민간자격의 공인 또는 재공인을 받고자 하는 자
4. 그 밖에 자격과 관련되는 각종 증명서를 발급 받고자 하는 자
제37조(수수료) 다음 각 호의 어느 하나에 해당하는 자는 대통령령 또는 국가자격관련법령으로 정하는 바에 따라 수수료를 납부하여야 한다. <개정 2021.3.23>"
P06184,,조각·패널비위임,,사항은 대통령령으로,"① 다음 각 호의 어느 하나에 해당하는 자는 교육부장관의 인가를 받아 전문대학 또는 대학졸업자와 동등한 학력ㆍ학위가 인정되는 평생교육시설을 설치ㆍ운영하거나 「고등교육법」 제2조에 따른 학교에 위탁하여 운영할 수 있다. <개정 2008.2.29, 2009.5.8, 2013.3.23, 2023.4.18>
1. 대통령령으로 정하는 규모 이상의 사업장(공동으로 참여하는 사업장도 포함한다)의 경영자
2. 「산업입지 및 개발에 관한 법률」에 따라 설립된 산업단지 입주기업의 연합체(이하 ""산업단지 기업연합체""라 한다). 이 경우 산업단지 기업연합체는 제1호에서 대통령령으로 정하는 규모 이상이어야 한다.
3. 「산업발전법」 제12조제2항에 따라 구성된 산업부문별 인적자원개발협의체(이하 ""산업별 협의체""라 한다). 이 경우 산업별 협의체는 제1호에서 대통령령으로 정하는 규모 이상이어야 한다.
② 제1항에 따른 사내대학형태의 평생교육시설은 다음 각 호의 어느 하나에 해당하는 사람을 대상으로 한다. <개정 2013.12.30, 2023.4.18>
1. 해당 사업장 또는 산업단지 기업연합체에 속한 사업장에 고용된 종업원
2. 해당 사업장 또는 산업단지 기업연합체에 속한 사업장에서 일하는 다른 업체의 종업원
3. 해당 사업장 또는 산업단지 기업연합체에 속한 사업장과 하도급 관계에 있는 업체 또는 부품ㆍ재료 공급 등을 통하여 해당 사업장 또는 산업단지 기업연합체에 속한 사업장과 협력관계에 있는 업체의 종업원
4. 해당 사업장 또는 산업단지 기업연합체에 속한 사업장과 동종 업종 또는 관련 분야에 속하는 업체의 종업원
5. 산업별 협의체의 해당 업종 또는 관련 분야에 속하는 업체의 종업원
③ 제1항에 따른 사내대학형태의 평생교육시설에서의 교육에 필요한 비용은 제2항 각 호에 해당하는 사람을 고용한 고용주가 부담하는 것을 원칙으로 한다. <신설 2013.12.30>
④ 제1항에 따른 사내대학형태의 평생교육시설의 설치기준ㆍ학점제등 운영에 필요한 사항은 대통령령으로 정한다. <개정 2013.12.30>
⑤ 제1항에 따른 사내대학형태의 평생교육시설을 폐쇄하고자 하는 경우에는 재학생 보호방안 등 대통령령으로 정하는 사항을 갖추어 교육부장관에게 신고하여야 한다. <개정 2008.2.29, 2013.3.23, 2013.12.30, 2023.4.18>
제32조(사내대학형태의 평생교육시설)"
P07527,,조각·패널비위임,,대통령령으로 정하는,"① 재단은 「국민기초생활 보장법」 제7조제1항제1호 또는 제3호에 따른 생계급여 또는 의료급여의 수급자, 출산 또는 입양으로 셋 이상의 자녀를 양육하는 가정의 모든 자녀 등 대통령령으로 정하는 대학생에게 우선적으로 학자금 지원을 할 수 있다. <개정 2016.5.29, 2020.12.22>
② 재단은 제1항에 따른 학자금 지원을 위하여 대통령령으로 정하는 저소득층 학생 등에게 학자금 지원 자격, 신청 방법 및 절차 등에 관한 정보를 제공하여야 한다. <신설 2020.12.22>
③ 제2항에 따른 정보 제공에 필요한 사항은 대통령령으로 정한다. <신설 2020.12.22>
제49조의4(우선적 학자금 지원)"
P06644,,조각·패널비위임,,대통령령으로 정하는 바에,"①국가 또는 지방자치단체는 제8조의 규정에 따라 보호자가 부담할 경비의 전부 또는 일부를 지원할 수 있다.
②제1항의 규정에 따라 보호자가 부담할 경비를 지원하는 경우에는 다음 각 호의 어느 하나에 해당하는 학생을 우선적으로 지원한다. <개정 2007.10.17, 2010.7.23, 2021.3.23>
1. 학생 또는 그 보호자가 「국민기초생활 보장법」 제2조에 따른 수급권자이거나 차상위계층에 속하는 학생, 「한부모가족지원법」 제5조의 규정에 따른 보호대상자인 학생
2.「도서ㆍ벽지 교육진흥법」 제2조의 규정에 따른 도서벽지에 있는 학교와 그에 준하는 지역으로서 대통령령으로 정하는 지역의 학교에 재학하는 학생
3.「농어업인 삶의 질 향상 및 농어촌지역 개발촉진에 관한 특별법」 제3조제4호에 따른 농어촌학교와 그에 준하는 지역으로서 대통령령으로 정하는 지역의 학교에 재학하는 학생
4. 그 밖에 교육감이 필요하다고 인정하는 학생
③ 교육감은 「재난 및 안전관리 기본법」 제3조제1호에 따른 재난이 발생하여 학교급식이 어려운 경우에는 제5조제1항에 따른 학교급식위원회의 심의를 거쳐 대통령령으로 정하는 바에 따라 학생의 가정에 식재료 등을 지원할 수 있다. 이 경우 지원 범위는 제8조제4항 및 제9조제1항에 따라 국가 또는 지방자치단체가 지원한 급식에 관한 경비에 한정한다. <신설 2021.12.28>
제9조(급식에 관한 경비의 지원)"
P05006,,조각·패널비위임,,대통령령으로 정하는 기관을,"1. ""취업 후 상환 학자금대출""이란 대학생에게 학자금을 대출하고 그 원리금은 소득이 발생한 후에 소득수준에 따라 상환하도록 하는 대출을 말한다.
1의2. ""전환대출""이란 「한국장학재단 설립 등에 관한 법률」 제6조에 따른 한국장학재단(이하 ""한국장학재단""이라 한다)이 같은 법 제2조제3호에 따른 일반 상환 학자금대출 또는 같은 조 제4호에 따른 신용보증(이하 ""기대출""이라 한다)을 받은 사람에게 이미 대출받은 학자금을 상환하도록 하는 학자금대출을 말한다.
2. ""고등교육기관""이란 다음 각 목을 말한다.
가. 「고등교육법」 제2조에 따른 학교
나. 「평생교육법」 제31조제4항에 따른 전공대학과 같은 법 제33조제3항에 따른 원격대학형태의 평생교육시설
다. 「국민 평생 직업능력 개발법」 제2조제5호에 따른 기능대학
3. ""학자금""이란 고등교육기관에서 교육을 받는 데에 필요한 등록금과 숙식비ㆍ교재구입비ㆍ어학연수비 및 교통비 등의 생활비를 말한다.
4. ""대학생""이란 고등교육기관에 재학(입학 또는 복학 예정인 경우를 포함한다)하고 있는 학생(외국인은 제외한다)으로 전문학사학위 과정ㆍ학사학위 과정ㆍ전문기술석사학위 과정ㆍ석사학위 과정 또는 박사학위 과정을 이수하는 사람 중 대통령령으로 정하는 사람을 말한다.
5. ""금융회사등""이란 「은행법」 제2조제1항제2호에 따른 은행과 그 밖에 대통령령으로 정하는 기관을 말한다.
6. ""채무자""란 취업 후 상환 학자금대출에 대하여 상환의무를 부담하는 자를 말한다.
7. ""상환기준소득""이란 채무자가 상환개시(상환유예 후 상환 재개시를 포함한다)의무를 부담하는 기준이 되는 소득금액을 말한다.
8. ""최소부담의무상환액""이란 채무자의 소득금액이 상환기준소득 이상일 경우 채무자가 반드시 상환하여야 하는 최소한의 의무상환금액을 말한다.
9. ""졸업""이란 학칙으로 정하는 바에 따라 교육과정을 마치는 경우를 말하며, 그 구체적인 기준은 교육부장관이 정하여 고시한다.
10. ""장기미상환자""란 졸업 후 일정 기간이 경과할 때까지의 상환액이 대출원리금의 일정 비율 미만인 채무자를 말하며, 구체적인 경과기간별 대출원리금의 상환 비율은 대통령령으로 정한다.
11. ""해외이주""란 「해외이주법」 제4조에 따라 해외로 이주하는 경우를 말한다.
12. ""해외유학""이란 외국의 교육기관ㆍ연구기관 또는 연수기관에서 6개월 이상의 기간에 걸쳐 수학하거나 학문ㆍ기술을 연구 또는 연수하는 것을 말한다.
13. ""원천공제의무자""란 「소득세법」 제127조에 따른 원천징수의무자 중 채무자에게 제24조부터 제26조까지의 소득을 지급하는 자로서 그 채무자로부터 취업 후 상환 학자금대출 원리금을 원천공제하여 국세청에 납입하여야 하는 자를 말한다.
제3조(정의) 이 법에서 사용하는 용어의 정의는 다음과 같다. <개정 2010.5.17, 2014.5.14, 2018.12.18, 2021.3.23, 2021.6.8, 2021.8.17>"
P07345,,조각·패널비위임,,교육부령으로 정하는 서류를,"① 법 제7조에 따라 학원 설립ㆍ운영의 조건부등록을 신청하려는 자는 교육부령으로 정하는 학원설립ㆍ운영등록신청서에 제5조제2항 각 호의 사항을 적고, 원칙 및 교육부령으로 정하는 서류를 첨부하여 교육감에게 제출하여야 한다. <개정 2013.3.23>
② 교육감은 제1항에 따른 조건부등록신청의 내용이 교육환경에 적합하고 시설기준을 갖출 수 있다고 인정하는 경우에는 1년 이내에 시설과 설비를 갖출 것을 조건으로 하여 등록을 수리할 수 있다. 이 경우 교육감은 조건부 기간 내에 시설과 설비를 갖출 수 없는 부득이한 사유가 있다고 인정하는 경우에는 6개월의 범위에서 그 기간을 연장할 수 있다.
③ 학원 설립ㆍ운영의 조건부등록을 한 자는 제2항에 따른 기간 내에 시설과 설비를 갖추어 개강 예정일 10일 전까지 교육감에게 보고하여야 한다.
④ 교육감은 제3항에 따라 보고를 받았을 때에는 시설과 설비의 확보 여부를 조사ㆍ확인하고 교육부령으로 정하는 바에 따라 등록증명서를 발급하여야 한다. <개정 2016.11.29>
제6조(학원 설립ㆍ운영의 조건부등록)"
P07048,,조각·패널비위임,,대통령령으로 정하는,"① 지역위원회는 기본계획에 따라 지역의 학교폭력 예방대책(이하 ""예방대책""이라 한다)을 매년 수립한다. 이 경우 예방대책에 시행계획의 내용을 포함하여야 한다. <개정 2025.1.21>
② 지역위원회는 전년도 예방대책에 따른 추진실적과 다음 연도 예방대책을 대통령령으로 정하는 바에 따라 매년 교육부장관에게 제출하여야 한다. <신설 2025.1.21>
③ 그밖에 예방대책의 수립 및 시행 등에 필요한 사항은 대통령령으로 정한다. <신설 2025.1.21>
④ 지역위원회는 해당 지역에서 발생한 학교폭력에 대하여 교육감 및 시ㆍ도경찰청장에게 관련 자료를 요청할 수 있다. <개정 2020.12.22, 2025.1.21>
⑤ 교육감은 지역위원회의 의견을 들어 제16조제1항제1호부터 제3호까지나 제17조제1항제5호에 따른 상담ㆍ치료 및 교육을 담당할 상담ㆍ치료ㆍ교육 기관을 지정하여야 한다. <개정 2012.1.26, 2025.1.21>
⑥ 교육감은 제5항에 따른 상담ㆍ치료ㆍ교육 기관을 지정한 때에는 해당 기관의 명칭, 소재지, 업무를 인터넷 홈페이지에 게시하고, 그 밖에 다양한 방법으로 학부모에게 알릴 수 있도록 노력하여야 한다. <신설 2012.1.26, 2025.1.21>
제10조(학교폭력대책지역위원회의 기능 등)"
P00594,,조각·패널비위임,,사항은 대통령령으로,"① 교육공무원으로 20년 이상 근속한 사람이 정년 전에 스스로 퇴직하는 경우에는 예산의 범위에서 명예퇴직수당을 지급할 수 있다.
② 제1항에 따른 교육공무원 중 교장ㆍ원장이 임기가 끝나기 전에 스스로 퇴직하는 경우 그 정년은 제47조에 따른 연령으로 본다. <개정 2012.3.21>
③ 제1항의 명예퇴직수당의 지급대상 범위, 지급액 및 지급절차와 그 밖에 필요한 사항은 대통령령으로 정한다.
제36조(명예퇴직)"
P06102,,조각·패널비위임,,한다)에서 교육부령으로,"① 교육부장관은 평생교육 전문인력을 양성하기 위하여 다음 각 호의 어느 하나에 해당하는 사람에게 평생교육사의 자격을 부여하며, 자격을 부여받은 사람에게는 자격증을 발급하여야 한다. <개정 2008.2.29, 2009.5.8, 2013.3.23, 2019.12.3, 2021.3.23>
1. 「고등교육법」 제2조에 따른 학교(이하 ""대학""이라 한다) 또는 이와 같은 수준 이상의 학력이 있다고 인정되는 기관에서 교육부령으로 정하는 평생교육 관련 교과목을 일정 학점 이상 이수하고 학위를 취득한 사람
2. 「학점인정 등에 관한 법률」 제3조제1항에 따라 평가인정을 받은 학습과정을 운영하는 교육훈련기관(이하 ""학점은행기관""이라 한다)에서 교육부령으로 정하는 평생교육 관련 교과목을 일정 학점 이상 이수하고 학위를 취득한 사람
3. 대학을 졸업한 사람 또는 이와 같은 수준 이상의 학력이 있다고 인정되는 사람으로서 대학 또는 이와 같은 수준 이상의 학력이 있다고 인정되는 기관, 제25조에 따른 평생교육사 양성기관, 학점은행기관에서 교육부령으로 정하는 평생교육 관련 교과목을 일정 학점 이상 이수한 사람
4. 그 밖에 대통령령으로 정하는 자격요건을 갖춘 사람
② 평생교육사는 평생교육의 기획ㆍ진행ㆍ분석ㆍ평가 및 교수업무를 수행한다.
③ 다음 각 호의 어느 하나에 해당하는 사람은 평생교육사가 될 수 없다. <개정 2016.5.29, 2021.3.23>
1. 제24조의2에 따라 자격이 취소된 후 그 자격이 취소된 날부터 3년이 지나지 아니한 사람(제28조제2항제1호에 해당하여 자격이 취소된 경우는 제외한다)
2. 제28조제2항제1호부터 제5호까지의 어느 하나에 해당하는 사람
④ 평생교육사의 등급, 직무범위, 이수과정, 연수 및 자격증의 교부절차 등에 필요한 사항은 대통령령으로 정한다.
⑤ 제1항에 따라 발급받은 자격증은 다른 사람에게 빌려주거나 빌려서는 아니 되며, 이를 알선하여서도 아니 된다. <신설 2019.12.3>
⑥ 교육부장관은 제1항에 따른 평생교육사의 자격증을 교부 또는 재교부 받으려는 사람에게 교육부령으로 정하는 바에 따라 수수료를 받을 수 있다. <신설 2009.5.8, 2013.3.23, 2019.12.3, 2021.3.23>
제24조(평생교육사)"
P01806,,조각·패널비위임,,사항은 대통령령으로,"① 대학병원이 제6조의 사업을 하기 위하여 필요한 경우 서울대학교에 근무하는 교원은 대학병원의 직무를 겸할 수 있다. <개정 2014.1.7>
② 제1항에 따른 교원의 겸직은 원장의 요청에 따라 서울대학교 총장이 허가한다. <개정 2014.1.7>
③ 제1항에 따라 대학병원의 직무를 겸하는 서울대학교의 교원의 직무 및 보수에 관한 사항은 대통령령으로 정한다. <개정 2014.1.7>
제12조(겸직)"
P05028,,조각·패널비위임,,제9조에 따라 교육부장관이 고시하는 다자녀 가구의 자녀,"① 채무자가 「병역법」에 따라 다음 각 호 중 어느 하나로 복무하는 경우 해당 복무기간에 발생하는 학자금대출 이자를 면제한다. <개정 2013.6.4, 2019.12.31, 2021.6.8>
1. 「병역법」 제16조에 따른 현역병
2. 「병역법」 제21조에 따른 상근예비역
3. 「병역법」 제2조에 따른 사회복무요원 및 대체복무요원
② 채무자가 대출시점에 다음 각 호의 어느 하나에 해당하는 경우 대출시점부터 고등교육기관을 졸업하기 전까지의 기간과 대통령령으로 정하는 연간소득금액(이하 ""연간소득금액""이라 한다)이 상환기준소득을 초과하기 전까지의 기간에 발생하는 학자금대출 이자를 면제한다. <신설 2021.6.8, 2023.12.26, 2025.11.11, 2026.2.19>
1. 「국민기초생활 보장법」 제2조제2호에 따른 수급자
2. 「국민기초생활 보장법」 제2조제10호에 따른 차상위계층
3. 대통령령으로 정하는 가구소득분위에 해당하는 사람
4. 제9조에 따라 교육부장관이 고시하는 다자녀 가구의 자녀
5. 「아동복지법」 제38조제2항에 따른 자립지원 대상자 중 교육부장관이 정하여 고시하는 사람
6. 「국민기초생활 보장법」 제2조제11호에 따른 기준 중위소득의 100분의 130 이하의 범위에서 교육부장관이 정하는 가구 소득인정액(학자금 지원을 위하여 대통령령으로 정하는 대학생 가구의 소득인정액을 말한다)에 해당하는 사람. 다만, 대출시점이 2015년 이전인 채무자의 경우 「국민기초생활 보장법」 제2조제11호에 따른 기준 중위소득의 100분의 130 이하에 준하는 사람으로서 교육부장관이 정하여 고시하는 사람
③ 삭제 <2026.2.19>
④ 채무자가 제18조제7항제2호부터 제5호까지의 어느 하나에 해당하여 대출원리금의 상환을 유예하는 경우 상환유예기간에 발생하는 학자금대출 이자를 면제한다. <신설 2023.12.26>
제16조의2(이자의 면제)"
P07421,,조각·패널비위임,,대통령령으로 정하는,"① 교육부장관은 제3조제1항에 따라 평가인정을 받은 학습과정을 마친 자에게 그에 상당하는 학점을 인정한다. <개정 2007.12.21, 2008.2.29, 2013.3.23>
② 교육부장관은 다음 각 호의 어느 하나에 해당하는 자에게 그에 상당하는 학점을 인정할 수 있다. <개정 2007.12.21, 2008.2.29, 2010.2.4, 2013.3.23, 2015.3.27, 2023.8.8>
1. 대통령령으로 정하는 학교 또는 평생교육시설에서 「고등교육법」, 「평생교육법」 또는 학칙으로 정하는 바에 따라 교육과정을 마친 자
2. 외국이나 군사분계선 이북지역에서 대학교육에 상응하는 교육과정을 마친 자
3. 「고등교육법」 제36조제1항, 「평생교육법」 제32조 또는 제33조에 따라 시간제로 등록하여 수업을 받은 자
4. 대통령령으로 정하는 자격을 취득하거나 그 자격 취득에 필요한 교육과정을 마친 자
5. 대통령령으로 정하는 시험에 합격하거나 그 시험이 면제되는 교육과정을 마친 자
6. 「무형유산의 보전 및 진흥에 관한 법률」 제17조에 따라 국가무형유산의 보유자로 인정된 사람과 그 전수교육을 받은 사람으로서 대통령령으로 정하는 사람
③ 삭제 <2001.3.28>
④ 거짓이나 그 밖의 부정한 방법으로 제1항 또는 제2항에 따른 학점인정을 받은 경우 교육부장관은 이를 취소할 수 있다. <신설 2008.3.21, 2013.3.23>
⑤ 제1항과 제2항에 따른 학점인정의 기준, 절차, 그 밖에 필요한 사항은 대통령령으로 정한다. <개정 2007.12.21, 2008.3.21>
제7조(학점인정)"
P04271,,조각·패널비위임,,사항은 교육부령으로,"① ""각종학교""란 제2조제1호부터 제4호까지의 학교와 유사한 교육기관을 말한다.
② 각종학교는 그 학교의 이름에 제2조제1호부터 제4호까지의 학교와 유사한 이름을 사용할 수 없다. 다만, 관계 법령에 따라 학력이 인정되는 각종학교(제60조의2에 따른 외국인학교와 제60조의3에 따른 대안학교를 포함한다)와 제60조의4에 따른 온라인학교는 그러하지 아니하다. <개정 2014.1.28, 2025.3.18>
③ 각종학교의 수업연한, 입학자격, 학력인정, 그 밖에 운영에 필요한 사항은 교육부령으로 정한다. <개정 2013.3.23>
제60조(각종학교)"
P06725,,조각·패널비위임,,사항은 대통령령으로,"① 제2조의2에 따른 기본계획 및 학교보건의 중요시책을 심의하기 위하여 교육감 소속으로 시ㆍ도학교보건위원회를 둔다. <개정 2008.2.29, 2012.1.26>
② 시ㆍ도학교보건위원회는 학교의 보건에 경험이 있는 15명 이내의 위원으로 구성한다. <개정 2012.1.26>
③ 시ㆍ도학교보건위원회의 기능ㆍ운영과 그 밖에 필요한 사항은 대통령령으로 정한다. <개정 2012.1.26>
제17조(학교보건위원회)"
P05154,,조각·패널비위임,,사항은 대통령령으로,"① 평생교육진흥정책에 관한 주요사항을 심의하기 위하여 교육부장관 소속으로 평생교육진흥위원회(이하 ""진흥위원회""라 한다)를 둔다. <개정 2008.2.29, 2013.3.23>
② 진흥위원회는 다음 각 호의 사항을 심의한다. <개정 2023.4.18, 2025.11.11>
1. 기본계획에 관한 사항
2. 제11조제2항에 따른 추진실적 평가에 관한 사항
3. 평생교육진흥정책의 평가 및 제도개선에 관한 사항
4. 평생교육지원 업무의 협력과 조정에 관한 사항
4의2. 「장애인평생교육법」 제9조 각 호의 사항
5. 그 밖에 평생교육진흥정책을 위하여 대통령령으로 정하는 사항
③ 진흥위원회는 위원장을 포함하여 20인 이내의 위원으로 구성한다.
④ 진흥위원회의 위원장은 교육부장관으로 하고, 위원은 평생교육과 관련된 관계 부처 차관, 평생교육ㆍ장애인교육과 관련된 전문가 등 평생교육에 관한 전문지식 및 경험이 풍부한 사람 중에서 위원장이 위촉한다. <개정 2008.2.29, 2013.3.23, 2016.5.29, 2021.3.23>
⑤ 진흥위원회의 구성ㆍ운영에 필요한 사항은 대통령령으로 정한다.
제10조(평생교육진흥위원회의 설치)"
P00591,,조각·패널비위임,,사항은 대통령령으로,"① 교육공무원으로 20년 이상 근속한 사람이 정년 전에 스스로 퇴직하는 경우에는 예산의 범위에서 명예퇴직수당을 지급할 수 있다.
② 제1항에 따른 교육공무원 중 교장ㆍ원장이 임기가 끝나기 전에 스스로 퇴직하는 경우 그 정년은 제47조에 따른 연령으로 본다. <개정 2012.3.21>
③ 제1항의 명예퇴직수당의 지급대상 범위, 지급액 및 지급절차와 그 밖에 필요한 사항은 대통령령으로 정한다.
제36조(명예퇴직)"
P07010,,조각·패널비위임,,"사항은 대통령령으로, 학교체육진흥지역위원회의","① 학교체육 진흥에 관한 중요 사항을 심의하기 위하여 교육부장관과 문화체육관광부장관 소속으로 학교체육진흥중앙위원회를, 시ㆍ도 및 시ㆍ도교육청과 시ㆍ군ㆍ구 및 교육지원청 소속으로 학교체육진흥지역위원회를 설치하여 운영한다. <개정 2013.3.23>
② 학교체육진흥중앙위원회 및 학교체육진흥지역위원회는 직무수행을 위하여 필요한 경우 관계 공무원 또는 전문적인 지식이나 경험이 있는 관계 전문가를 참석하게 하여 의견을 듣거나 관련 기관ㆍ단체 등에 자료 또는 의견 제출 등 협조를 요청할 수 있다.
③ 학교체육진흥중앙위원회 및 학교체육진흥지역위원회 위원의 일정 비율 이상은 여성으로 한다. <신설 2016.2.3>
④ 학교체육진흥중앙위원회의 구성 및 운영 등에 필요한 사항은 대통령령으로, 학교체육진흥지역위원회의 구성 및 운영 등에 필요한 사항은 해당 시ㆍ도의 조례로 정한다. <개정 2016.2.3>
제16조(학교체육진흥위원회 등)"
P07447,,조각·패널비위임,,교육부령으로 정하는 학위증서를,"① 법 제9조제1항에 따른 학위를 받으려는 사람은 교육부령으로 정하는 신청서에 관련 서류를 첨부하여 교육부장관에게 제출하여야 한다. <개정 2011.6.27, 2013.3.23, 2015.9.25>
② 교육부장관은 제1항에 따라 신청을 받은 경우 그 신청 내용이 학위수여 요건을 충족하는지를 조사ㆍ확인하여 학위수여 여부를 결정한 후 신청인에게 통지하여야 한다. 이 경우 학위수여의 통지는 교육부령으로 정하는 학위증서를 발급하는 것으로 갈음할 수 있다. <개정 2011.6.27, 2013.3.23, 2023.1.10>
③ 삭제 <2008.9.18>
④ 법 제9조제2항에 따른 학위수여 절차에 관하여는 해당 대학 등의 학칙에서 정하는 바에 따른다. <개정 2011.6.27>
제15조(학위수여 절차)"
P04264,,조각·패널비위임,,사항은 대통령령으로,"① 고등학교에 입학할 수 있는 사람은 중학교를 졸업한 사람, 제27조의2제1항에 따라 중학교를 졸업한 사람과 동등한 학력이 인정되는 시험에 합격한 사람, 그 밖에 법령에 따라 이와 같은 수준 이상의 학력이 있다고 인정된 사람으로 한다. <개정 2021.3.23>
② 그 밖에 고등학교의 입학방법과 절차 등에 필요한 사항은 대통령령으로 정한다.
제47조(입학자격 등)"
